epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,769.87,1.88332,2.4857,1.41556,0.42901,0.46254,0.38704,0.1664,1.85839,2.58822,1.40044,0.000553389,0.000553389,0.000553389
