epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4369.76,1.66008,2.73805,1.44942,0.49982,0.40861,0.38695,0.18509,1.6914,2.83114,1.45859,0.000553389,0.000553389,0.000553389
